datasetSize;arrayType;sortType;time
400;3;7;45064
500;0;7;53950
500;1;7;51942
500;2;7;53138
500;3;7;52718
600;0;7;60159
600;1;7;61831
600;2;7;63827
600;3;7;62699
700;0;7;65076
700;1;7;71892
700;2;7;72012
700;3;7;72144
800;0;7;79645
800;1;7;82059
800;2;7;82384
800;3;7;79392
900;0;7;87033
900;1;7;90124
900;2;7;90524
900;3;7;88477
1000;0;7;90991
1000;1;7;96281
1000;2;7;98377
1000;3;7;94980
1100;0;7;106578
1100;1;7;104498
1100;2;7;100648
1100;3;7;107143
1200;0;7;112554
1200;1;7;117525
1200;2;7;114316
1200;3;7;118518
1300;0;7;127275
1300;1;7;118296
1300;2;7;127243
1300;3;7;121716
1400;0;7;127848
1400;1;7;126639
1400;2;7;131147
1400;3;7;133403
1500;0;7;141280
1500;1;7;139511
1500;2;7;138684
1500;3;7;138297
1600;0;7;146850
1600;1;7;149846
1600;2;7;138528
1600;3;7;144721
1700;0;7;153428
1700;1;7;155550
1700;2;7;160972
1700;3;7;157613
1800;0;7;167486
1800;1;7;157795
1800;2;7;163713
1800;3;7;166483
1900;0;7;169557
1900;1;7;179957
1900;2;7;175862
1900;3;7;168662
2000;0;7;178798
2000;1;7;178700
2000;2;7;178891
2000;3;7;178653
2100;0;7;184996
2100;1;7;188712
2100;2;7;180265
2100;3;7;141751
2200;0;7;107338
2200;1;7;107287
2200;2;7;107972
2200;3;7;108944
2300;0;7;113636
2300;1;7;154843
2300;2;7;215909
2300;3;7;198180
2400;0;7;206162
2400;1;7;206366
2400;2;7;223276
2400;3;7;209334
2500;0;7;196202
2500;1;7;224533
2500;2;7;230208
2500;3;7;222443
2600;0;7;231218
2600;1;7;231487
2600;2;7;233406
2600;3;7;231740
2700;0;7;232127
2700;1;7;240632
2700;2;7;243759
2700;3;7;249278
2800;0;7;248557
2800;1;7;235783
2800;2;7;251267
2800;3;7;250999
2900;0;7;257822
2900;1;7;261407
2900;2;7;261937
2900;3;7;250832
3000;0;7;270576
3000;1;7;271691
3000;2;7;267274
3000;3;7;252309
3100;0;7;277009
3100;1;7;187366
3100;2;7;147317
3100;3;7;149106
3200;0;7;152285
3200;1;7;152101
3200;2;7;152765
3200;3;7;152197
3300;0;7;157401
3300;1;7;157038
3300;2;7;158227
3300;3;7;157874
3400;0;7;163191
3400;1;7;162615
3400;2;7;163781
3400;3;7;162855
3500;0;7;241409
3500;1;7;301573
3500;2;7;303772
3500;3;7;310516
3600;0;7;310428
3600;1;7;317965
3600;2;7;322063
3600;3;7;319109
3700;0;7;321828
3700;1;7;320026
3700;2;7;321933
3700;3;7;332308
3800;0;7;329445
3800;1;7;346288
3800;2;7;339664
3800;3;7;333171
3900;0;7;343300
3900;1;7;362169
3900;2;7;352500
3900;3;7;343974
4000;0;7;348663
4000;1;7;351783
4000;2;7;345200
4000;3;7;345665
4100;0;7;345962
4100;1;7;369074
4100;2;7;364536
4100;3;7;365794
50;0;8;3960
50;1;8;3832
50;2;8;3741
50;3;8;3641
100;0;8;8470
100;1;8;8527
100;2;8;8296
100;3;8;8221
150;0;8;13858
150;1;8;14312
150;2;8;13344
150;3;8;13191
200;0;8;22446
200;1;8;20451
200;2;8;19172
200;3;8;18811
250;0;8;25289
250;1;8;26403
250;2;8;33101
250;3;8;30129
300;0;8;32484
300;1;8;34084
300;2;8;31490
300;3;8;29286
100;0;8;8776
100;1;8;8650
100;2;8;9153
100;3;8;8235
200;0;8;19539
200;1;8;19923
200;2;8;19229
200;3;8;18433
300;0;8;32431
300;1;8;35600
300;2;8;30026
300;3;8;29555
400;0;8;44744
400;1;8;49843
400;2;8;42079
400;3;8;40719
500;0;8;58268
500;1;8;67400
500;2;8;53547
500;3;8;51602
600;0;8;71231
600;1;8;60506
600;2;8;45547
600;3;8;42652
700;0;8;62203
700;1;8;76033
700;2;8;54186
700;3;8;50061
800;0;8;74475
800;1;8;89189
800;2;8;63366
800;3;8;58651
900;0;8;83207
900;1;8;103290
900;2;8;71648
900;3;8;66880
1000;0;8;96064
1000;1;8;118992
1000;2;8;80667
1000;3;8;74808
1100;0;8;106010
1100;1;8;133672
1100;2;8;95272
1100;3;8;126849
1200;0;8;168942
1200;1;8;202349
1200;2;8;144327
1200;3;8;141048
1300;0;8;180740
1300;1;8;220758
1300;2;8;156913
1300;3;8;153728
1400;0;8;213763
1400;1;8;241318
1400;2;8;171289
1400;3;8;167510
1500;0;8;216927
1500;1;8;261354
1500;2;8;185544
1500;3;8;180386
1600;0;8;228561
1600;1;8;280845
1600;2;8;198882
1600;3;8;194565
1700;0;8;246789
1700;1;8;302268
1700;2;8;212577
1700;3;8;207158
1800;0;8;265178
1800;1;8;324127
1800;2;8;225615
1800;3;8;219739
1900;0;8;233015
1900;1;8;255429
1900;2;8;161664
1900;3;8;152714
2000;0;8;212242
2000;1;8;275609
2000;2;8;172590
2000;3;8;161431
2100;0;8;222694
2100;1;8;358151
2100;2;8;267914
2100;3;8;260706
2200;0;8;334140
2200;1;8;408137
2200;2;8;282820
2200;3;8;275699
2300;0;8;345790
2300;1;8;427969
2300;2;8;314325
2300;3;8;288990
2400;0;8;365840
2400;1;8;399302
2400;2;8;210541
2400;3;8;197545
2500;0;8;270615
2500;1;8;348025
2500;2;8;218840
2500;3;8;206587
2600;0;8;283712
2600;1;8;365281
2600;2;8;229382
2600;3;8;217045
2700;0;8;297496
2700;1;8;382294
2700;2;8;240066
2700;3;8;226761
2800;0;8;310614
2800;1;8;397441
2800;2;8;250889
2800;3;8;234886
2900;0;8;320406
2900;1;8;414206
2900;2;8;258838
2900;3;8;244862
3000;0;8;333493
3000;1;8;579147
3000;2;8;399504
3000;3;8;389573
3100;0;8;485650
3100;1;8;601451
3100;2;8;412160
3100;3;8;403028
3200;0;8;502928
3200;1;8;632862
3200;2;8;427464
3200;3;8;419393
3300;0;8;518400
3300;1;8;645674
3300;2;8;442192
3300;3;8;434411
3400;0;8;537841
3400;1;8;668943
3400;2;8;457922
3400;3;8;448643
3500;0;8;553062
3500;1;8;686068
3500;2;8;473077
3500;3;8;462169
3600;0;8;573574
3600;1;8;708386
3600;2;8;486151
3600;3;8;474202
3700;0;8;605661
3700;1;8;733874
3700;2;8;501753
3700;3;8;491549
3800;0;8;608830
3800;1;8;782314
3800;2;8;538331
3800;3;8;503888
3900;0;8;685441
3900;1;8;804426
3900;2;8;531112
3900;3;8;518453
4000;0;8;654778
4000;1;8;808879
4000;2;8;559841
4000;3;8;535419
4100;0;8;661436
4100;1;8;786237
4100;2;8;388691
4100;3;8;354526
50;0;9;1697
50;1;9;1567
50;2;9;3257
50;3;9;3146
100;0;9;3381
100;1;9;3171
100;2;9;6948
100;3;9;10928
150;0;9;5461
150;1;9;5573
150;2;9;11904
150;3;9;22777
200;0;9;7998
200;1;9;8130
200;2;9;19793
200;3;9;38950
250;0;9;10895
250;1;9;11644
250;2;9;29211
250;3;9;59002
300;0;9;14218
300;1;9;13377
300;2;9;33154
300;3;9;84640
100;0;9;3473
100;1;9;3295
100;2;9;6941
100;3;9;11020
200;0;9;7941
200;1;9;8371
200;2;9;21880
200;3;9;39540
300;0;9;12926
300;1;9;12897
300;2;9;32769
300;3;9;84584
400;0;9;19165
400;1;9;20838
400;2;9;54615
400;3;9;143697
500;0;9;24419
500;1;9;28400
500;2;9;69150
500;3;9;222764
600;0;9;30547
600;1;9;37215
600;2;9;74612
600;3;9;316141
700;0;9;35777
700;1;9;44027
700;2;9;122291
700;3;9;426175
800;0;9;43844
800;1;9;56891
800;2;9;120797
800;3;9;553576
900;0;9;50425
900;1;9;64485
900;2;9;137300
900;3;9;716295
1000;0;9;55514
1000;1;9;76765
1000;2;9;157816
1000;3;9;870117
1100;0;9;65382
1100;1;9;90588
1100;2;9;171708
1100;3;9;1067283
1200;0;9;73941
1200;1;9;92809
1200;2;9;190222
1200;3;9;1258466
1300;0;9;80064
1300;1;9;113815
1300;2;9;204868
1300;3;9;1471975
1400;0;9;88258
1400;1;9;120453
1400;2;9;225723
1400;3;9;1709053
1500;0;9;95114
1500;1;9;135409
1500;2;9;223587
1500;3;9;1956953
1600;0;9;100615
1600;1;9;146369
1600;2;9;256201
1600;3;9;2228946
1700;0;9;110305
1700;1;9;158348
1700;2;9;338912
1700;3;9;2465322
1800;0;9;117184
1800;1;9;169163
1800;2;9;317855
1800;3;9;2756136
1900;0;9;124348
1900;1;9;184940
1900;2;9;305208
1900;3;9;3099266
2000;0;9;151987
2000;1;9;189524
2000;2;9;319122
2000;3;9;3430245
2100;0;9;142162
2100;1;9;201260
2100;2;9;345365
2100;3;9;3824427
2200;0;9;147485
2200;1;9;220876
2200;2;9;373586
2200;3;9;4190726
2300;0;9;158365
2300;1;9;229160
2300;2;9;399272
2300;3;9;4521072
2400;0;9;165217
2400;1;9;238932
2400;2;9;437021
2400;3;9;4979005
2500;0;9;167319
2500;1;9;249374
2500;2;9;464539
2500;3;9;5287299
2600;0;9;180955
2600;1;9;264617
2600;2;9;515243
2600;3;9;5723488
2700;0;9;191357
2700;1;9;280708
2700;2;9;543862
2700;3;9;6182143
2800;0;9;195639
2800;1;9;286461
2800;2;9;584523
2800;3;9;6626993
2900;0;9;201499
2900;1;9;297846
2900;2;9;730249
2900;3;9;7117843
3000;0;9;216468
3000;1;9;304261
3000;2;9;712442
3000;3;9;7604556
3100;0;9;218905
3100;1;9;323415
3100;2;9;752751
3100;3;9;8268389
3200;0;9;227162
3200;1;9;334921
3200;2;9;784515
3200;3;9;8671244
3300;0;9;239692
3300;1;9;351925
3300;2;9;818888
3300;3;9;9249672
3400;0;9;251312
3400;1;9;367765
3400;2;9;850367
3400;3;9;9779253
3500;0;9;251365
3500;1;9;375908
3500;2;9;893650
3500;3;9;10450245
3600;0;9;275291
3600;1;9;383057
3600;2;9;920861
3600;3;9;10946464
3700;0;9;271240
3700;1;9;397545
3700;2;9;944882
3700;3;9;11596142
3800;0;9;277568
3800;1;9;403079
3800;2;9;991764
3800;3;9;12235996
3900;0;9;283951
3900;1;9;418760
3900;2;9;1031907
3900;3;9;13012075
4000;0;9;297543
4000;1;9;435502
4000;2;9;1058452
4000;3;9;13727704
4100;0;9;302990
4100;1;9;440247
4100;2;9;551825
4100;3;9;14387747
50;0;10;3580
50;1;10;4245
50;2;10;3638
50;3;10;2973
100;0;10;8639
100;1;10;9121
100;2;10;9639
100;3;10;8471
150;0;10;15100
150;1;10;15941
150;2;10;17891
150;3;10;13971
200;0;10;20237
200;1;10;24919
200;2;10;26698
200;3;10;21237
250;0;10;28252
250;1;10;32656
250;2;10;52126
250;3;10;31578
300;0;10;36934
300;1;10;45168
300;2;10;47173
300;3;10;37503
100;0;10;8147
100;1;10;9028
100;2;10;9569
100;3;10;7932
200;0;10;21689
200;1;10;23333
200;2;10;28919
200;3;10;22715
300;0;10;39032
300;1;10;42195
300;2;10;42478
300;3;10;36906
400;0;10;51629
400;1;10;57635
400;2;10;62669
400;3;10;57515
500;0;10;71182
500;1;10;84152
500;2;10;84610
500;3;10;75237
600;0;10;86706
600;1;10;98432
600;2;10;113612
600;3;10;99406
700;0;10;112457
700;1;10;132849
700;2;10;134535
700;3;10;111256
800;0;10;123318
800;1;10;138868
800;2;10;157865
800;3;10;141974
900;0;10;159010
900;1;10;168644
900;2;10;183172
900;3;10;165423
1000;0;10;165456
1000;1;10;198294
1000;2;10;207186
1000;3;10;187093
1100;0;10;182198
1100;1;10;237455
1100;2;10;225977
1100;3;10;199541
1200;0;10;206459
1200;1;10;254048
1200;2;10;258032
1200;3;10;231542
1300;0;10;225740
1300;1;10;276608
1300;2;10;283095
1300;3;10;248181
1400;0;10;254033
1400;1;10;285661
1400;2;10;306138
1400;3;10;272354
1500;0;10;278870
1500;1;10;323434
1500;2;10;329156
1500;3;10;300491
1600;0;10;295424
1600;1;10;355177
1600;2;10;350690
1600;3;10;321741
1700;0;10;323521
1700;1;10;381041
1700;2;10;381546
1700;3;10;364321
1800;0;10;335991
1800;1;10;400297
1800;2;10;406695
1800;3;10;352560
1900;0;10;374517
1900;1;10;420260
1900;2;10;421886
1900;3;10;391206
2000;0;10;389102
2000;1;10;458864
2000;2;10;457120
2000;3;10;402153
2100;0;10;399192
2100;1;10;478281
2100;2;10;479143
2100;3;10;442258
2200;0;10;421315
2200;1;10;501768
2200;2;10;515289
2200;3;10;461694
2300;0;10;447527
2300;1;10;526560
2300;2;10;543843
2300;3;10;500374
2400;0;10;472271
2400;1;10;560738
2400;2;10;552008
2400;3;10;505872
2500;0;10;498180
2500;1;10;582532
2500;2;10;580870
2500;3;10;522681
2600;0;10;530257
2600;1;10;601640
2600;2;10;618666
2600;3;10;553124
2700;0;10;553160
2700;1;10;635256
2700;2;10;633795
2700;3;10;589139
2800;0;10;577827
2800;1;10;665812
2800;2;10;654029
2800;3;10;611434
2900;0;10;596775
2900;1;10;684418
2900;2;10;687566
2900;3;10;627528
3000;0;10;621102
3000;1;10;740555
3000;2;10;702086
3000;3;10;682768
3100;0;10;652488
3100;1;10;754646
3100;2;10;720326
3100;3;10;675785
3200;0;10;643482
3200;1;10;752407
3200;2;10;776927
3200;3;10;701630
3300;0;10;666613
3300;1;10;789137
3300;2;10;786202
3300;3;10;734214
3400;0;10;708472
3400;1;10;823217
3400;2;10;816649
3400;3;10;771815
3500;0;10;730460
3500;1;10;863840
3500;2;10;846936
3500;3;10;779924
3600;0;10;737288
3600;1;10;876398
3600;2;10;856917
3600;3;10;826422
3700;0;10;744815
3700;1;10;908081
3700;2;10;908848
3700;3;10;841928
3800;0;10;758400
3800;1;10;936869
3800;2;10;926231
3800;3;10;846043
3900;0;10;815269
3900;1;10;977169
3900;2;10;929983
3900;3;10;856997
4000;0;10;828397
4000;1;10;981582
4000;2;10;976313
4000;3;10;893387
4100;0;10;839440
4100;1;10;1017685
4100;2;10;1008427
4100;3;10;944888
50;0;11;2200
50;1;11;3127
50;2;11;1513
50;3;11;2159
100;0;11;4917
100;1;11;8446
100;2;11;4182
100;3;11;5300
150;0;11;7292
150;1;11;12440
150;2;11;5853
150;3;11;9068
200;0;11;11137
200;1;11;21514
200;2;11;7852
200;3;11;10054
250;0;11;12624
250;1;11;28677
250;2;11;11456
250;3;11;18801
300;0;11;17422
300;1;11;38440
300;2;11;14929
300;3;11;21758
100;0;11;4986
100;1;11;8608
100;2;11;4390
100;3;11;5596
200;0;11;10949
200;1;11;22260
200;2;11;8578
200;3;11;12843
300;0;11;17837
300;1;11;37945
300;2;11;15576
300;3;11;22362
400;0;11;25756
400;1;11;58585
400;2;11;22268
400;3;11;30559
500;0;11;31476
500;1;11;74512
500;2;11;31657
500;3;11;41241
600;0;11;39396
600;1;11;94500
600;2;11;44261
600;3;11;49246
700;0;11;47640
700;1;11;117591
700;2;11;56202
700;3;11;59475
800;0;11;63162
800;1;11;146149
800;2;11;60571
800;3;11;69016
900;0;11;66382
900;1;11;174192
900;2;11;64284
900;3;11;81426
1000;0;11;71128
1000;1;11;178787
1000;2;11;83060
1000;3;11;92880
1100;0;11;81214
1100;1;11;208483
1100;2;11;88673
1100;3;11;95483
1200;0;11;96100
1200;1;11;225662
1200;2;11;97209
1200;3;11;106335
1300;0;11;99714
1300;1;11;271327
1300;2;11;108889
1300;3;11;125847
1400;0;11;110467
1400;1;11;285406
1400;2;11;118627
1400;3;11;136898
1500;0;11;107484
1500;1;11;291054
1500;2;11;133826
1500;3;11;147413
1600;0;11;146660
1600;1;11;355381
1600;2;11;141378
1600;3;11;154320
1700;0;11;144811
1700;1;11;364753
1700;2;11;143849
1700;3;11;159452
1800;0;11;152725
1800;1;11;339588
1800;2;11;128389
1800;3;11;140016
1900;0;11;135375
1900;1;11;324247
1900;2;11;163859
1900;3;11;192308
2000;0;11;173278
2000;1;11;423567
2000;2;11;185447
2000;3;11;202510
2100;0;11;178824
2100;1;11;490407
2100;2;11;191291
2100;3;11;203442
2200;0;11;183158
2200;1;11;477623
2200;2;11;213827
2200;3;11;211943
2300;0;11;184955
2300;1;11;504361
2300;2;11;222051
2300;3;11;256089
2400;0;11;223544
2400;1;11;561070
2400;2;11;220912
2400;3;11;235898
2500;0;11;223006
2500;1;11;569307
2500;2;11;231894
2500;3;11;262172
2600;0;11;237258
2600;1;11;626405
2600;2;11;246841
2600;3;11;260745
2700;0;11;232390
2700;1;11;625238
2700;2;11;234416
2700;3;11;282790
2800;0;11;248766
2800;1;11;647216
2800;2;11;265070
2800;3;11;298621
2900;0;11;247340
2900;1;11;659029
2900;2;11;305462
2900;3;11;307686
3000;0;11;251576
3000;1;11;677951
3000;2;11;301706
3000;3;11;327391
3100;0;11;255471
3100;1;11;827724
3100;2;11;291613
3100;3;11;321803
3200;0;11;341407
3200;1;11;846974
3200;2;11;295349
3200;3;11;327742
3300;0;11;283868
3300;1;11;804067
3300;2;11;339333
3300;3;11;383913
3400;0;11;304670
3400;1;11;846198
3400;2;11;318017
3400;3;11;350123
3500;0;11;295917
3500;1;11;817681
3500;2;11;341273
3500;3;11;372855
3600;0;11;324604
3600;1;11;957661
3600;2;11;330023
3600;3;11;392766
3700;0;11;304362
3700;1;11;905374
3700;2;11;356714
3700;3;11;427447
3800;0;11;326403
3800;1;11;929438
3800;2;11;383626
3800;3;11;415369
3900;0;11;325972
3900;1;11;968034
3900;2;11;371576
3900;3;11;442057
4000;0;11;399305
4000;1;11;1027005
4000;2;11;413693
4000;3;11;451734
4100;0;11;438149
4100;1;11;1467256
4100;2;11;453726
4100;3;11;435350
50;0;12;6344
50;1;12;7512
50;2;12;1356
50;3;12;13657
100;0;12;25768
100;1;12;30116
100;2;12;3491
100;3;12;54136
150;0;12;63069
150;1;12;69039
150;2;12;5687
150;3;12;123089
200;0;12;94787
200;1;12;110831
200;2;12;7529
200;3;12;215719
250;0;12;148731
250;1;12;165812
250;2;12;10025
250;3;12;334750
300;0;12;208261
300;1;12;242527
300;2;12;13139
300;3;12;481730
100;0;12;28963
100;1;12;30198
100;2;12;3519
100;3;12;54452
200;0;12;94168
200;1;12;109592
200;2;12;6373
200;3;12;216627
300;0;12;202877
300;1;12;242431
300;2;12;13332
300;3;12;454465
400;0;12;274723
400;1;12;330271
400;2;12;17805
400;3;12;768151
500;0;12;566682
500;1;12;687940
500;2;12;29793
500;3;12;1334373
600;0;12;828219
600;1;12;991839
600;2;12;43631
600;3;12;1917209
700;0;12;1104071
700;1;12;1323419
700;2;12;54686
700;3;12;2609454
800;0;12;1442801
800;1;12;1724859
800;2;12;67968
800;3;12;3414989
900;0;12;1805328
900;1;12;2165192
900;2;12;75399
900;3;12;4304031
1000;0;12;2233543
1000;1;12;2683831
1000;2;12;100115
1000;3;12;5339170
1100;0;12;2097482
1100;1;12;3102801
1100;2;12;104240
1100;3;12;6478139
1200;0;12;2849659
1200;1;12;3801742
1200;2;12;115719
1200;3;12;7652738
1300;0;12;3652245
1300;1;12;4464230
1300;2;12;127669
1300;3;12;8982526
1400;0;12;4233684
1400;1;12;5123493
1400;2;12;140438
1400;3;12;10209819
1500;0;12;4863694
1500;1;12;5445995
1500;2;12;159761
1500;3;12;11997397
1600;0;12;5502305
1600;1;12;6630083
1600;2;12;169345
1600;3;12;13593760
1700;0;12;6269686
1700;1;12;7552363
1700;2;12;183339
1700;3;12;15399022
1800;0;12;7061693
1800;1;12;7679792
1800;2;12;174735
1800;3;12;16602026
1900;0;12;7826324
1900;1;12;9447168
1900;2;12;231551
1900;3;12;18927224
2000;0;12;8809898
2000;1;12;10538621
2000;2;12;246643
2000;3;12;21035756
2100;0;12;9264534
2100;1;12;10187770
2100;2;12;251818
2100;3;12;22671039
2200;0;12;7983635
2200;1;12;12544002
2200;2;12;259938
2200;3;12;25719716
2300;0;12;11739829
2300;1;12;14118624
2300;2;12;273635
2300;3;12;28149297
2400;0;12;11859247
2400;1;12;14967897
2400;2;12;286148
2400;3;12;30611527
2500;0;12;13724904
2500;1;12;16492187
2500;2;12;305904
2500;3;12;32667422
2600;0;12;14016485
2600;1;12;15115351
2600;2;12;331939
2600;3;12;35192347
2700;0;12;14389930
2700;1;12;18924689
2700;2;12;338585
2700;3;12;36828075
2800;0;12;17183243
2800;1;12;20540032
2800;2;12;363547
2800;3;12;38117702
2900;0;12;17746415
2900;1;12;22359025
2900;2;12;411728
2900;3;12;44046124
3000;0;12;17440814
3000;1;12;22969055
3000;2;12;449848
3000;3;12;45532221
3100;0;12;21409172
3100;1;12;24074461
3100;2;12;450071
3100;3;12;53301552
3200;0;12;27559408
3200;1;12;25937820
3200;2;12;456947
3200;3;12;53076135
3300;0;12;23107129
3300;1;12;28841620
3300;2;12;475284
3300;3;12;57841627
3400;0;12;25830104
3400;1;12;31131309
3400;2;12;486638
3400;3;12;58425575
3500;0;12;27337981
3500;1;12;29950163
3500;2;12;497846
3500;3;12;62031017
3600;0;12;26954644
3600;1;12;34326978
3600;2;12;548294
3600;3;12;63116668
3700;0;12;29102233
3700;1;12;33910154
3700;2;12;542452
3700;3;12;70351729
3800;0;12;31291844
3800;1;12;38432745
3800;2;12;558733
3800;3;12;76732619
3900;0;12;31921516
3900;1;12;40555213
3900;2;12;572672
3900;3;12;77560005
4000;0;12;35365820
4000;1;12;42188136
4000;2;12;598096
4000;3;12;83540203
4100;0;12;33291089
4100;1;12;43296777
4100;2;12;4904107
4100;3;12;85401410
